iter	Passed	Remaining
500	9693	9654
501	9716	9639
502	9736	9620
503	9741	9587
504	9758	9565
505	9763	9531
506	9782	9512
507	9809	9500
508	9823	9476
509	9838	9452
510	9860	9436
511	9890	9426
512	9895	9394
513	9942	9400
514	10035	9450
515	10058	9434
516	10090	9427
517	10098	9396
518	10108	9368
519	10119	9341
520	10130	9313
521	10139	9284
522	10143	9251
523	10150	9220
524	10174	9205
525	10198	9189
526	10216	9169
527	10247	9160
528	10270	9144
529	10291	9126
530	10307	9104
531	10313	9072
532	10319	9041
533	10329	9014
534	10335	8983
535	10363	8971
536	10379	8948
537	10415	8944
538	10437	8927
539	10460	8911
540	10465	8879
541	10480	8856
542	10494	8832
543	10499	8800
544	10506	8771
545	10531	8756
546	10551	8737
547	10584	8729
548	10602	8709
549	10613	8683
550	10651	8679
551	10657	8649
552	10679	8632
553	10707	8620
554	10739	8610
555	10771	8601
556	10776	8571
557	10837	8584
558	10903	8601
559	10930	8588
560	10955	8573
561	11004	8576
562	11009	8545
563	11064	8553
564	11101	8547
565	11152	8551
566	11169	8529
567	11174	8499
568	11220	8498
569	11249	8486
570	11255	8456
571	11311	8463
572	11317	8433
573	11354	8426
574	11360	8396
575	11418	8405
576	11438	8385
577	11442	8354
578	11445	8322
579	11449	8290
580	11452	8258
581	11455	8227
582	11458	8195
583	11461	8164
584	11464	8133
585	11468	8102
586	11471	8071
587	11474	8039
588	11477	8008
589	11480	7977
590	11482	7946
591	11485	7915
592	11488	7885
593	11491	7854
594	11494	7824
595	11497	7793
596	11500	7763
597	11503	7733
598	11506	7703
599	11509	7672
600	11511	7642
601	11514	7612
602	11517	7582
603	11520	7552
604	11522	7523
605	11525	7493
606	11528	7463
607	11530	7434
608	11533	7405
609	11536	7375
610	11539	7346
611	11541	7317
612	11544	7288
613	11547	7259
614	11550	7230
615	11553	7202
616	11556	7173
617	11559	7144
618	11561	7116
619	11564	7087
620	11566	7059
621	11569	7031
622	11572	7002
623	11575	6974
624	11577	6946
625	11580	6918
626	11583	6890
627	11586	6863
628	11588	6835
629	11591	6807
630	11594	6780
631	11597	6752
632	11599	6725
633	11602	6697
634	11605	6670
635	11607	6643
636	11610	6616
637	11613	6589
638	11615	6562
639	11618	6535
640	11620	6508
641	11623	6481
642	11625	6454
643	11628	6428
644	11630	6401
645	11633	6374
646	11635	6348
647	11638	6322
648	11640	6295
649	11643	6269
650	11645	6243
651	11648	6217
652	11650	6191
653	11652	6164
654	11655	6139
655	11657	6113
656	11660	6087
657	11663	6062
658	11666	6036
659	11668	6011
660	11671	5985
661	11673	5960
662	11676	5934
663	11678	5909
664	11681	5884
665	11684	5859
666	11687	5834
667	11689	5809
668	11692	5784
669	11694	5760
670	11697	5735
671	11699	5710
672	11702	5686
673	11704	5661
674	11707	5636
675	11709	5612
676	11712	5587
677	11714	5563
678	11717	5539
679	11720	5515
680	11722	5491
681	11725	5467
682	11727	5443
683	11730	5419
684	11733	5395
685	11736	5371
686	11738	5348
687	11741	5324
688	11743	5300
689	11746	5277
690	11748	5253
691	11751	5230
692	11753	5206
693	11756	5183
694	11758	5160
695	11761	5137
696	11763	5113
697	11765	5090
698	11768	5067
699	11771	5044
700	11773	5021
701	11776	4999
702	11778	4976
703	11781	4953
704	11783	4930
705	11786	4908
706	11788	4885
707	11791	4863
708	11793	4840
709	11796	4818
710	11798	4795
711	11801	4773
712	11803	4751
713	11806	4729
714	11808	4706
715	11811	4684
716	11813	4662
717	11815	4640
718	11818	4618
719	11821	4597
720	11824	4575
721	11827	4553
722	11829	4532
723	11832	4510
724	11834	4489
725	11837	4467
726	11839	4446
727	11842	4424
728	11845	4403
729	11847	4382
730	11850	4360
731	11853	4339
732	11855	4318
733	11858	4297
734	11860	4276
735	11863	4255
736	11865	4234
737	11868	4213
738	11870	4192
739	11873	4171
740	11875	4150
741	11877	4130
742	11880	4109
743	11883	4088
744	11885	4068
745	11888	4047
746	11890	4027
747	11893	4006
748	11895	3986
749	11898	3966
750	11900	3945
751	11903	3925
752	11905	3905
753	11908	3885
754	11911	3865
755	11913	3845
756	11916	3825
757	11918	3805
758	11921	3785
759	11923	3765
760	11926	3745
761	11929	3726
762	11932	3706
763	11935	3686
764	11938	3667
765	11940	3647
766	11943	3628
767	11946	3608
768	11949	3589
769	11952	3570
770	11954	3550
771	11957	3531
772	11960	3512
773	11962	3493
774	11965	3473
775	11967	3454
776	11970	3435
777	11973	3416
778	11976	3397
779	11979	3378
780	11981	3359
781	11984	3340
782	11986	3322
783	11989	3303
784	11991	3284
785	11994	3265
786	11996	3246
787	11999	3228
788	12001	3209
789	12004	3190
790	12007	3172
791	12010	3154
792	12012	3135
793	12015	3117
794	12017	3098
795	12020	3080
796	12022	3062
797	12025	3044
798	12028	3025
799	12030	3007
800	12032	2989
801	12035	2971
802	12037	2953
803	12040	2935
804	12042	2917
805	12045	2899
806	12047	2881
807	12050	2863
808	12053	2845
809	12055	2827
810	12058	2810
811	12060	2792
812	12063	2774
813	12066	2757
814	12068	2739
815	12071	2721
816	12073	2704
817	12076	2686
818	12078	2669
819	12080	2651
820	12083	2634
821	12086	2617
822	12088	2599
823	12091	2582
824	12093	2565
825	12096	2548
826	12098	2530
827	12101	2513
828	12103	2496
829	12106	2479
830	12108	2462
831	12111	2445
832	12113	2428
833	12116	2411
834	12119	2394
835	12121	2377
836	12124	2361
837	12126	2344
838	12128	2327
839	12131	2310
840	12134	2294
841	12136	2277
842	12139	2260
843	12141	2244
844	12144	2227
845	12146	2211
846	12149	2194
847	12151	2178
848	12154	2161
849	12156	2145
850	12159	2128
851	12161	2112
852	12164	2096
853	12166	2080
854	12169	2063
855	12171	2047
856	12174	2031
857	12176	2015
858	12179	1999
859	12181	1983
860	12184	1967
861	12187	1951
862	12189	1935
863	12192	1919
864	12194	1903
865	12197	1887
866	12200	1871
867	12203	1855
868	12206	1840
869	12208	1824
870	12211	1808
871	12213	1792
872	12216	1777
873	12219	1761
874	12221	1745
875	12224	1730
876	12227	1714
877	12229	1699
878	12232	1683
879	12234	1668
880	12237	1652
881	12239	1637
882	12242	1622
883	12244	1606
884	12247	1591
885	12249	1576
886	12252	1560
887	12254	1545
888	12257	1530
889	12259	1515
890	12262	1500
891	12264	1484
892	12267	1469
893	12270	1454
894	12272	1439
895	12275	1424
896	12277	1409
897	12280	1394
898	12283	1379
899	12285	1365
900	12288	1350
901	12290	1335
902	12293	1320
903	12295	1305
904	12298	1290
905	12300	1276
906	12303	1261
907	12306	1246
908	12308	1232
909	12311	1217
910	12313	1202
911	12316	1188
912	12319	1173
913	12321	1159
914	12323	1144
915	12326	1130
916	12329	1115
917	12331	1101
918	12334	1087
919	12336	1072
920	12338	1058
921	12341	1044
922	12344	1029
923	12346	1015
924	12349	1001
925	12352	987
926	12355	972
927	12357	958
928	12360	944
929	12363	930
930	12365	916
931	12368	902
932	12370	888
933	12373	874
934	12375	860
935	12377	846
936	12380	832
937	12383	818
938	12385	804
939	12388	790
940	12391	776
941	12393	763
942	12395	749
943	12398	735
944	12400	721
945	12403	708
946	12405	694
947	12408	680
948	12410	666
949	12413	653
950	12415	639
951	12418	626
952	12421	612
953	12423	599
954	12426	585
955	12428	572
956	12431	558
957	12433	545
958	12436	531
959	12438	518
960	12441	504
961	12444	491
962	12446	478
963	12449	464
964	12451	451
965	12454	438
966	12457	425
967	12459	411
968	12463	398
969	12465	385
970	12468	372
971	12470	359
972	12473	346
973	12476	333
974	12478	319
975	12481	306
976	12483	293
977	12486	280
978	12488	267
979	12492	254
980	12495	242
981	12497	229
982	12500	216
983	12502	203
984	12505	190
985	12507	177
986	12510	164
987	12512	151
988	12515	139
989	12517	126
990	12520	113
991	12522	100
992	12525	88
993	12527	75
994	12530	62
995	12532	50
996	12534	37
997	12537	25
998	12540	12
999	12542	0
