iter	Logloss
293	0.3826845536
294	0.3825432659
295	0.3823836182
296	0.3822907456
297	0.3821133416
298	0.3820027384
299	0.3818576695
300	0.3817039309
301	0.3815895973
302	0.3814573038
303	0.3813934787
304	0.3813681745
305	0.3812935658
306	0.3812430674
307	0.3811372428
308	0.381024193
309	0.3809534599
310	0.3807493394
311	0.3806738425
312	0.3805431314
313	0.3804767016
314	0.3804058433
315	0.3802662211
316	0.3801977323
317	0.3800744832
318	0.379988033
319	0.3798910288
320	0.3797907894
321	0.3797191388
322	0.3796387099
323	0.3795567284
324	0.3794482125
325	0.3793396956
326	0.3792510692
327	0.3791587903
328	0.3790729585
329	0.3789958948
330	0.3788439005
331	0.3787986832
332	0.3786918008
333	0.3785674034
334	0.3784706534
335	0.3783734616
336	0.3782639291
337	0.3781751507
338	0.3780495261
339	0.3779971079
340	0.3778499431
341	0.3776923408
342	0.3776410803
343	0.3775394446
344	0.3774684223
345	0.3774177862
346	0.3773179877
347	0.3772471259
348	0.3771834029
349	0.377081248
350	0.3769711032
351	0.3768624911
352	0.3767767848
353	0.3765922372
354	0.3765025084
355	0.3764416346
356	0.3763387864
357	0.3762204219
358	0.3761636622
359	0.3761155891
360	0.3759166813
361	0.3757593121
362	0.3756113406
363	0.3755407089
364	0.3754347448
365	0.3752299475
366	0.3751457445
367	0.3750724446
368	0.374962496
369	0.3748576583
370	0.374806149
371	0.3747070708
372	0.3746497804
373	0.3745403653
374	0.3744039826
375	0.3742012235
376	0.3741336453
377	0.374046367
378	0.3740021299
379	0.3739272281
380	0.3737645886
381	0.3736183124
382	0.3735339187
383	0.3734260866
384	0.3733244593
385	0.3732518752
386	0.3731516408
387	0.3730586504
388	0.3729780275
389	0.3728794381
390	0.3728409308
391	0.3727886387
392	0.3727135139
393	0.3724955513
394	0.3723943085
395	0.3723478053
396	0.3722670545
397	0.3721823667
398	0.3720821
399	0.3719191728
400	0.3718351974
401	0.3716775702
402	0.3716233396
403	0.3715791891
404	0.3714565949
405	0.371415225
406	0.3713006687
407	0.3710506269
408	0.3709339059
409	0.3708175443
410	0.370754045
411	0.3706312287
412	0.3705879501
413	0.3705246359
414	0.3704246809
415	0.3703252436
416	0.37011333
417	0.3700910836
418	0.3699845235
419	0.3698217518
420	0.369779035
421	0.3697097961
422	0.3696137148
423	0.3695508827
424	0.369400011
425	0.3693551904
426	0.3692800216
427	0.3691591724
428	0.3690454838
429	0.3689561825
430	0.3687869304
431	0.368751544
432	0.3686875935
433	0.3686504958
434	0.3684992017
435	0.3684046588
436	0.3682890337
437	0.3681602971
438	0.3680245903
439	0.3679576919
440	0.3678690536
441	0.3677420747
442	0.3676286778
443	0.3674676618
444	0.3673753456
445	0.3673161149
446	0.3672178779
447	0.367025979
448	0.3669946921
449	0.3669394773
450	0.3668764114
451	0.366848776
452	0.3667361254
453	0.3665746322
454	0.3665039088
455	0.3664188111
456	0.3663747163
457	0.3663181542
458	0.3662115439
459	0.3661601498
460	0.3660187702
461	0.3659425754
462	0.3658487384
463	0.3657117953
464	0.3656364147
465	0.3655097739
466	0.3654226464
467	0.3653535867
468	0.3653236776
469	0.3652164993
470	0.3651182317
471	0.3650199284
472	0.3648416694
473	0.3646848399
474	0.3645543491
475	0.3644900623
476	0.3643878879
477	0.3642180846
478	0.3641330987
479	0.3640084605
480	0.3638873231
481	0.3638473866
482	0.3637444626
483	0.3636268776
484	0.3635300597
485	0.3634561401
486	0.3632809789
487	0.363170015
488	0.3630495633
489	0.3628615783
490	0.3627608079
491	0.3626990222
492	0.3625408992
493	0.3624604356
494	0.3623717469
495	0.3622700811
496	0.362192729
497	0.3620398892
498	0.3619375205
499	0.361919659
500	0.3618450993
501	0.3617133774
502	0.3616473619
503	0.3616336846
504	0.3615801316
505	0.36148206
506	0.3614288674
507	0.3612122123
508	0.3611781455
509	0.361137338
510	0.3611063886
511	0.3609869704
512	0.3608806575
513	0.360734482
514	0.3606750538
515	0.3605786889
516	0.3605102456
517	0.3604468542
518	0.3603896636
519	0.3602440326
520	0.3602320964
521	0.3601270092
522	0.3600619097
523	0.3599903506
524	0.3599381156
525	0.3598036478
526	0.359680917
527	0.3596185131
528	0.3594643535
529	0.3594016415
530	0.3593900706
531	0.3593611154
532	0.3593154222
533	0.3592222395
534	0.3591299225
535	0.3590997315
536	0.3589369498
537	0.3588338527
538	0.3587942538
539	0.3587009166
540	0.3585549021
541	0.3585108935
542	0.35841743
543	0.3582732024
544	0.3581450891
545	0.3580242645
546	0.3579630081
547	0.357914506
548	0.3578399396
549	0.3577220273
550	0.357635587
551	0.3575347696
552	0.3574347311
553	0.3573601382
554	0.3572150795
555	0.3570880515
556	0.3570278679
557	0.3569559723
558	0.3569451878
559	0.3567615697
560	0.3566222684
561	0.3565759167
562	0.3565034854
563	0.356335004
564	0.3563052074
565	0.3562166737
566	0.3561323904
567	0.3559884286
568	0.3559237847
569	0.355870397
570	0.3557839511
571	0.3557735317
572	0.3556077391
573	0.3555001238
574	0.3553705177
575	0.3552997149
576	0.3552441917
577	0.3552341936
578	0.3550569555
579	0.3549945224
580	0.35490866
581	0.3548108633
582	0.3547379247
583	0.3546757167
584	0.3546087906
585	0.3544879976
586	0.3543827398
587	0.3542661779
588	0.3541513949
589	0.3541167389
590	0.3539830947
591	0.353865538
592	0.3537202
593	0.353606798
594	0.3535232157
595	0.3534326745
596	0.3533256082
597	0.3532282084
598	0.3531014239
599	0.3530264871
600	0.3529541693
601	0.3528574044
602	0.3526876031
603	0.3526105377
604	0.352508281
605	0.3524544993
606	0.3523896798
607	0.3523183099
608	0.3522596401
609	0.3521452549
610	0.3520414549
611	0.3518991225
612	0.3518203727
613	0.3516554777
614	0.3515365915
615	0.3514595721
616	0.3513634134
617	0.3513434733
618	0.3511897865
619	0.3511280551
620	0.350991338
621	0.3509077037
622	0.3507995825
623	0.3507171264
624	0.3506262478
625	0.3505369855
626	0.3504381283
627	0.3503394724
628	0.3502899034
629	0.3501788261
630	0.3500935318
631	0.3500642109
632	0.3500340479
633	0.3499272677
634	0.3498844382
635	0.3497852703
636	0.3497178363
637	0.3496532182
638	0.3495554833
639	0.3495175688
640	0.3494126406
641	0.3493383014
642	0.3492153739
643	0.3491417625
644	0.3491003369
645	0.3490092575
646	0.3488965879
647	0.3488720693
648	0.3488166855
649	0.3487179968
650	0.348663108
651	0.3485290296
652	0.3483893562
653	0.3482923971
654	0.3482393159
655	0.3481136976
656	0.3480088463
657	0.3478827429
658	0.3478239337
659	0.3477894466
660	0.3477633279
661	0.3477400734
662	0.3476505881
663	0.3475583852
664	0.3474600319
665	0.3473894553
666	0.3473206477
667	0.3472875638
668	0.3472265966
669	0.3471276018
670	0.3470578396
671	0.3469901263
672	0.3469818413
673	0.3468742198
674	0.3468164476
675	0.346714754
676	0.346669691
677	0.3466523912
678	0.3466152546
679	0.3464725556
680	0.346379005
681	0.3462669471
682	0.3460800161
683	0.345943125
684	0.3459184668
685	0.345824851
686	0.3457167524
687	0.3457090572
688	0.3456395199
689	0.3455710398
690	0.3455213619
691	0.3454081721
692	0.3453176749
693	0.3452038677
694	0.3451524424
695	0.34507264
696	0.3450650008
697	0.3449877683
698	0.3449406415
699	0.3448678751
700	0.3448116318
701	0.3447312245
702	0.3446655065
703	0.3446099026
704	0.3445269372
705	0.3444225292
706	0.3443255013
707	0.3441948584
708	0.3441254608
709	0.344053697
710	0.3439974141
711	0.3439128264
712	0.3438067779
713	0.3437379131
714	0.3436387746
715	0.3435659264
716	0.3435118051
717	0.343504812
718	0.3434340378
719	0.3433613245
720	0.3433541349
721	0.3432583898
722	0.3432034275
723	0.3431240593
724	0.3430328939
725	0.3429515601
726	0.3428939561
727	0.3427860026
728	0.3427530304
729	0.3426832065
730	0.3426643335
731	0.3425478395
732	0.3424232293
733	0.3423110813
734	0.3422699289
735	0.3422105367
736	0.342137697
737	0.3420633006
738	0.3420187023
739	0.3419390243
740	0.3418445787
741	0.3416665248
742	0.3415578627
743	0.3415346089
744	0.3413699751
745	0.3413312381
746	0.3412286206
747	0.3411609649
748	0.341110327
749	0.3409918579
750	0.3409439443
751	0.3409113942
752	0.3408160497
753	0.3407681368
754	0.3407344067
755	0.3405470063
756	0.3405096817
757	0.3403583042
758	0.3402708158
759	0.3402017583
760	0.3400899804
761	0.3400377192
762	0.3399743595
763	0.3399268171
764	0.3398412998
765	0.3397041113
766	0.3396038483
767	0.3394858931
768	0.3393698202
769	0.3392978948
770	0.3392308686
771	0.3392102831
772	0.3390916788
773	0.3390508156
774	0.3389594781
775	0.3388361778
776	0.33876546
777	0.3386854176
778	0.3385995064
779	0.3384858421
780	0.338400486
781	0.3383362569
782	0.3382934549
783	0.3382268962
784	0.3381389063
785	0.3380776259
786	0.3379783992
787	0.3379584027
788	0.3379030544
789	0.3378486271
790	0.3378152622
791	0.3377780684
792	0.3377118453
793	0.3376248084
794	0.3376092216
795	0.3374877252
796	0.3374396712
797	0.3373398787
798	0.3373189271
799	0.3371622675
800	0.337110253
801	0.3370278221
802	0.3369123878
803	0.3368375132
804	0.3367714293
805	0.3367054567
806	0.3366100288
807	0.3365649807
808	0.3364678634
809	0.3364351162
810	0.3363086772
811	0.3362055268
812	0.3361039741
813	0.3360578043
814	0.3359817795
815	0.33587557
816	0.3358041516
817	0.3357320293
818	0.335610295
819	0.3355256462
820	0.3354649832
821	0.3354163965
822	0.3353609007
823	0.3352861933
824	0.3352282267
825	0.3352001048
826	0.3351587914
827	0.335098239
828	0.3349981249
829	0.3349028631
830	0.3348233547
831	0.3347978253
832	0.3346877627
833	0.3345739627
834	0.3345290321
835	0.3344859102
836	0.3344051953
837	0.3343441354
838	0.3342511499
839	0.3341561952
840	0.3341418152
841	0.334108507
842	0.3339989695
843	0.3338987632
844	0.3337952755
845	0.3337701395
846	0.3336710704
847	0.3336391386
848	0.3335808072
849	0.3334743633
850	0.3334094034
851	0.3333491338
852	0.3332819277
853	0.3331447903
854	0.3330519176
855	0.3330224284
856	0.3329505642
857	0.3328755243
858	0.3328072216
859	0.3327927019
860	0.3327113376
861	0.3326771292
862	0.3326239369
863	0.3325665336
864	0.3324905922
865	0.3324197032
866	0.3323320492
867	0.3322920008
868	0.3321824451
869	0.3321407123
870	0.332115014
871	0.3320763992
872	0.3320350582
873	0.3319628954
874	0.3319531496
875	0.3318427772
876	0.3317863822
877	0.3316865603
878	0.3315848401
879	0.3315066456
880	0.3314084657
881	0.3313066348
882	0.3312631888
883	0.3311980343
884	0.3311673094
885	0.331085334
886	0.3310072409
887	0.3309539085
888	0.3309198123
889	0.3308419812
890	0.3307811486
891	0.3306676309
892	0.3306298294
893	0.3305465269
894	0.3305163358
895	0.3303454548
896	0.3303410735
897	0.3302681366
898	0.3301739954
899	0.3301692491
900	0.3301006255
901	0.330031426
902	0.3299432953
903	0.3298562037
904	0.3298024988
905	0.3297316971
906	0.3296926873
907	0.329642163
908	0.3295783819
909	0.3295479098
910	0.3294587448
911	0.3293993149
912	0.3293322503
913	0.3292902021
914	0.3292641108
915	0.3291981141
916	0.3290690779
917	0.3290277678
918	0.3289695115
919	0.3288723744
920	0.3287714988
921	0.3287096844
922	0.3286725007
923	0.3286342203
924	0.3285721252
925	0.3285359237
926	0.3284293719
927	0.3283629747
928	0.3283115239
929	0.3282618419
930	0.3282306106
931	0.3280873502
932	0.328063591
933	0.3280119709
934	0.3279511798
935	0.3279013573
936	0.3277862108
937	0.3276956945
938	0.3276704458
939	0.3275623206
940	0.3275043256
941	0.3274395624
942	0.3273696597
943	0.327326858
944	0.3272637382
945	0.3271575509
946	0.3270625124
947	0.3270289508
948	0.3269247492
949	0.3268966923
950	0.3268162001
951	0.3267684566
952	0.3267351198
953	0.3266108729
954	0.3265256636
955	0.3264681166
956	0.3263675744
957	0.3263052979
958	0.3262400221
959	0.3261896129
960	0.326160349
961	0.3260111312
962	0.3259853495
963	0.3259206085
964	0.3258749427
965	0.3258002372
966	0.325744714
967	0.325721797
968	0.3256230807
969	0.3255450077
970	0.3254376119
971	0.3253615213
972	0.3252428071
973	0.3251902871
974	0.3251501199
975	0.3250669657
976	0.325000153
977	0.3249698774
978	0.3249471276
979	0.3248951709
980	0.3248435799
981	0.3247851892
982	0.3247192725
983	0.3246204441
984	0.3245523092
985	0.324455978
986	0.3243220137
987	0.3242961943
988	0.3242517496
989	0.3242235242
990	0.3241258952
991	0.3240895529
992	0.3239882233
993	0.32395806
994	0.3237922457
995	0.3237222851
996	0.3236015779
997	0.3235778177
998	0.3235344545
999	0.3234360178
